33.34058;44.40088

51.50853;-0.12574

42.99564;-71.45479

33.34058;44.40088

52.48142;-1.89983

51.45625;-0.97113

6.45306;3.39583

29.61857;-95.53772

47.66659;-52.73135

47.91172;0.24938

-33.92584;18.42322

51.36667;-0.01667

51.51279;-0.09184

53.79648;-1.54785

-12.97111;-38.51083

51.50853;-0.12574

-6.21462;106.84513

54.08306;-0.19192

33.96095;-83.37794

40.6501;-73.94958

33.34058;44.40088

8.9936;-79.51973

53.48095;-2.23743

35.69202;-84.86078

-7.4664;112.4338

51.51279;-0.09184

33.34058;44.40088

33.34058;44.40088

51.50853;-0.12574

52.71009;-2.75208

33.34058;44.40088

52.774;-1.55744

33.34058;44.40088

51.50853;-0.12574

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

51.40667;-3.26944

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

51.50853;-0.12574

33.34058;44.40088

33.34058;44.40088

52.47333;-8.15583

33.34058;44.40088

53.48095;-2.23743

-25.97200256;28.10601868

33.34058;44.40088

50.79693;0.05545

14.60892;-61.07334

33.34058;44.40088

32.55556;35.85

53.41058;-2.97794

39.76838;-86.15804

53.48095;-2.23743

53.79648;-1.54785

33.34058;44.40088

33.34058;44.40088

53.33306;-6.24889

14.64072;-90.51327

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

40.72816;-74.07764

33.34058;44.40088

-12.15681;96.82251

53.58333;-2.43333

14.60892;-61.07334

-7.4664;112.4338

33.34058;44.40088

53.48095;-2.23743

53.33306;-6.24889

52.48142;-1.89983

33.34058;44.40088

51.48;-3.18

33.34058;44.40088

-26.82414;-65.2226

52.05684;-2.71482

-25.30066;-57.63591

33.34058;44.40088

14.64072;-90.51327

52.4791;-1.46909

-22.90278;-43.2075

33.34058;44.40088

43.03306;-8.80925

53.55;-1.48333

52.48142;-1.89983

-12.80243;28.21323

33.34058;44.40088

22.28552;114.15769

52.80728;-1.64263

40.78343;-73.96625

33.34058;44.40088

51.36217;-0.09421

42.98339;-81.23304

33.34058;44.40088

58.97005;5.73332

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

53.81667;-3.05

-6.21462;106.84513

53.04664;-2.99132

33.34058;44.40088

-6.97583;108.48306

-6.90389;107.61861

33.34058;44.40088

38.71667;-9.13333

33.34058;44.40088

33.34058;44.40088

51.43333;6.88333

6.00809;-58.30714

33.34058;44.40088

51.50853;-0.12574

53.48771;-2.29042

33.34058;44.40088

33.34058;44.40088

53.81667;-3.05

33.34058;44.40088

38.24444;21.73444

33.34058;44.40088

29.76328;-95.36327

4.77742;7.0134

52.29139;-0.59923

33.34058;44.40088

54.68916;25.2798

33.52066;-86.80249

54.68916;25.2798

-6.21462;106.84513

54.68916;25.2798

40.71427;-74.00597

53.48095;-2.23743

33.57786;-101.85517

33.34058;44.40088

55.86515;-4.25763

33.34058;44.40088

-33.92584;18.42322

15.61444;-87.95302

33.34058;44.40088

51.62079;-3.94323

55.67594;12.56553

33.34058;44.40088

45.74846;4.84671

-6.97583;108.48306

33.34058;44.40088

43.70011;-79.4163

33.34058;44.40088

33.34058;44.40088

10.63167;-71.64056

52.66472;-8.62306

33.87807;-117.52088

33.34058;44.40088

6.45306;3.39583

33.34058;44.40088

53.5288418;-2.15635436

-6.4;106.81861

-25.74486;28.18783

53.48095;-2.23743

-33.92584;18.42322

53.76667;-2.71667

33.34058;44.40088

33.34058;44.40088

51.48;-3.18

33.34058;44.40088

43.70011;-79.4163

33.34058;44.40088

44.80401;20.46513

33.34058;44.40088

51.79535;-2.61354

54.98839;-3.25647

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

51.6128;-0.27539

53.48095;-2.23743

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

59.32667;14.52386

33.34058;44.40088

33.34058;44.40088

53.33306;-6.24889

33.34058;44.40088

33.34058;44.40088

33.34058;44.40088

54.6988;-1.60229

33.34058;44.40088

10.5085483;-66.9079841

